recipientsCount,responses,packaging,personality,feedback,timestamp
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '16–20', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Quirky & Unique'], 'dressPieces': 'Three-piece', 'dressColors': ['Purple'], 'dressType': 'Unstitched dress', 'dressPrice': '5000–8000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Acrylic box,"{'personality': '5', 'experiencePreference': '5', 'handmadePreference': '5', 'budgetFlexibility': '5', 'stylePreference': '5', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': '1', 'uniqueGiftValue': '5', 'practicalOverSentimental': '5'}","{'helpful': 'Maybe', 'suggestion': 'Reciepent ka nhi pta mujhr'}",2026-04-08 07:40:24.360000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Wedding/Engagement gift'], 'ageGroup': '20–25', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Quirky & Unique', 'Funny & Lighthearted'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Rings', 'jewelryPrice': '4000–5000 PKR'}], 'relationship': 'Colleague/Professional', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': '5', 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-05 22:33:54.513000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Wedding/Engagement gift'], 'ageGroup': '16–20', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Handmade & Crafted'], 'jewelryColor': 'Silver', 'quantity': 1, 'jewelryStyle': 'Jhumkis', 'jewelryPrice': '3000–4000 PKR'}], 'relationship': 'Other', 'ageType': 'Adult'}]",Acrylic box,"{'personality': 3, 'experiencePreference': '5', 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-03-17 12:33:40.720000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Graduation'], 'ageGroup': '25–35', 'gifts': [{'type': 'Makeup Products', 'preferredStyle': ['Quirky & Unique'], 'makeupPrice': '7000–8000 PKR', 'makeupItem': 'Eye liner'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Simple box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-05 14:15:52.369000+00:00
4,"[{'gender': 'Male', 'knownDuration': 'Less than a year', 'id': 1, 'occasion': ['Wedding/Engagement gift'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted', 'Quirky & Unique'], 'perfumeScent': 'Spicy', 'dressType': 'Stitched dress', 'perfumePrice': '7000–10,000 PKR'}], 'relationship': 'Spouse', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '', 'id': 2, 'kidToyTypes': ['Dolls', 'Building Toys (e.g. LEGO)', 'Tech/ Games'], 'kidDislikes': ['Messy Crafts', 'Stuffed Animals', 'Electronic Gadgets', 'Labubu Dolls'], 'occasion': ['Holiday', 'Other'], 'ageGroup': '3–6', 'gifts': [{'type': 'Edible Stuff', 'edibleQuantity': 1, 'flavours': {'Brownie': 'Red Velvet Brownie'}, 'foodItems': ['Brownie'], 'ediblePrice': '3000–4000 PKR'}], 'relationship': 'Friend', 'ageType': 'Kid'}, {'gender': 'Male', 'knownDuration': 'Less than a year', 'id': 3, 'occasion': ['Holiday', 'Wedding/Engagement gift'], 'ageGroup': '25–35', 'gifts': [{'type': 'Edible Stuff', 'preferredStyle': ['Funny & Lighthearted'], 'edibleQuantity': 1, 'flavours': {'Brownie': 'Red Velvet Brownie'}, 'foodItems': ['Brownie'], 'ediblePrice': '5000–6000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '', 'id': 4, 'kidToyTypes': ['Dolls', 'Building Toys (e.g. LEGO)'], 'kidDislikes': ['Messy Crafts'], 'occasion': ['Holiday', 'Graduation'], 'ageGroup': '3–6', 'gifts': [{'type': 'Toys', 'kidBudget': '3500 – 5500 PKR'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Kid'}]",Basket with ribbon,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-03-13 22:07:08.927000+00:00
5,"[{'gender': 'Female', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Graduation'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Spicy', 'perfumePrice': '12,000–15,000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '5+ year', 'id': 2, 'occasion': ['Birthday'], 'ageGroup': '25–35', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Spicy', 'perfumePrice': '12,000–15,000 PKR'}, {'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Spicy', 'perfumePrice': '12,000–15,000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '5+ year', 'id': 3, 'occasion': ['Holiday'], 'ageGroup': '25–35', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Spicy', 'perfumePrice': '12,000–15,000 PKR'}], 'relationship': 'Spouse', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '5+ year', 'id': 4, 'occasion': ['Get well soon'], 'ageGroup': '25–35', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Spicy', 'perfumePrice': '12,000–15,000 PKR'}, {'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Spicy', 'perfumePrice': '12,000–15,000 PKR'}, {'type': 'Jewellery', 'preferredStyle': ['Quirky & Unique'], 'jewelryColor': 'Gold', 'quantity': 5, 'jewelryStyle': 'Rings', 'jewelryPrice': 'More than 5000 PKR'}, {'type': 'Jewellery', 'preferredStyle': ['Quirky & Unique'], 'jewelryColor': 'Silver', 'quantity': 5, 'jewelryStyle': 'Rings', 'jewelryPrice': 'More than 5000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '5+ year', 'id': 5, 'occasion': ['Thank you gift'], 'ageGroup': '25–35', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Quirky & Unique'], 'jewelryColor': 'Gold', 'quantity': 5, 'jewelryStyle': 'Rings', 'jewelryPrice': 'More than 5000 PKR'}, {'type': 'Jewellery', 'preferredStyle': ['Quirky & Unique'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Rings', 'jewelryPrice': 'More than 5000 PKR'}], 'relationship': 'Spouse', 'ageType': 'Adult'}]",Basket with net,"{'personality': '5', 'experiencePreference': '5', 'handmadePreference': '5', 'budgetFlexibility': '5', 'stylePreference': '5', 'surpriseReaction': '3', 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': '3', 'uniqueGiftValue': '5', 'practicalOverSentimental': '5'}","{'helpful': 'Yes', 'suggestion': 'I think adding a small section for a personal message or special memory would make it even more meaningful as a personalized gift.'}",2026-01-01 18:29:24.556000+00:00
2,"[{'gender': 'Male', 'knownDuration': '3–5 year', 'id': 1, 'occasion': ['Graduation'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Quirky & Unique'], 'perfumeScent': 'Floral', 'perfumePrice': '7000–10,000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '5+ year', 'id': 2, 'occasion': ['Wedding/Engagement gift'], 'ageGroup': '20–25', 'gifts': [{'type': 'Bag/Wallet', 'preferredStyle': ['Handmade & Crafted', 'Quirky & Unique'], 'walletColor': 'Black', 'walletPrice': '10,000–15,000 PKR', 'walletStyle': 'Handbags'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': '4', 'experiencePreference': 3, 'handmadePreference': '4', 'budgetFlexibility': '5', 'stylePreference': '5', 'surpriseReaction': '4', 'connectionImportance': '2', 'noteImportance': '4', 'handmadeOverStore': '4', 'sharedMemoriesAppreciation': '2', 'relationshipCloseness': '5', 'uniqueGiftValue': '4', 'practicalOverSentimental': '4'}","{'helpful': 'Yes', 'suggestion': ''}",2026-03-13 23:43:48.845000+00:00
1,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '16–20', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Quirky & Unique'], 'dressSize': 'S', 'maleDressStyle': 'Kurta', 'dressColors': ['Grey', 'Maroon'], 'dressType': 'Stitched dress', 'dressPrice': '10,000–15,000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Acrylic box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': '3'}","{'helpful': 'Yes', 'suggestion': 'Great'}",2026-04-08 07:39:42.390000+00:00
1,"[{'gender': 'Male', 'knownDuration': '3–5 year', 'id': 1, 'occasion': ['Holiday'], 'ageGroup': '25–35', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Quirky & Unique'], 'perfumeScent': 'Sweet', 'perfumePrice': '12,000–15,000 PKR'}], 'relationship': 'Other', 'ageType': 'Adult'}]",Simple box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': '4', 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': '4', 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Maybe', 'suggestion': 'Oh yeah'}",2025-12-23 21:14:13.495000+00:00
1,"[{'gender': 'Male', 'knownDuration': '3–5 year', 'id': 1, 'occasion': ['Thank you gift'], 'ageGroup': 'More than 35 years', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Quirky & Unique'], 'dressSize': 'L', 'maleDressStyle': 'Shalwar kameez', 'dressColors': ['Grey'], 'dressType': 'Stitched dress', 'dressPrice': '10,000–15,000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Simple box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-05 14:09:09.699000+00:00
1,"[{'gender': 'Female', 'knownDuration': 'Less than a year', 'id': 1, 'occasion': ['Wedding/Engagement gift'], 'ageGroup': '25–35', 'gifts': [{'type': 'Shoes', 'preferredStyle': ['Handmade & Crafted'], 'shoePrice': '5000–10,000 PKR', 'shoeStyle': 'Heels', 'shoeColor': 'Black', 'shoeSize': '37'}], 'relationship': 'Spouse', 'ageType': 'Adult'}]",Simple box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-03-13 22:14:24.291000+00:00
1,"[{'gender': 'Male', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Graduation'], 'ageGroup': '20–25', 'gifts': [{'type': 'Edible Stuff', 'preferredStyle': ['Funny & Lighthearted'], 'edibleQuantity': 1, 'flavours': {'Chocolates': 'Milk Chocolate'}, 'foodItems': ['Chocolates'], 'ediblePrice': '6000–7000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Acrylic box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': '5', 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': '5', 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-03-14 10:31:29.990000+00:00
1,"[{'gender': 'Female', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Quirky & Unique'], 'perfumeScent': 'Floral', 'perfumePrice': '5000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Basket with net,"{'personality': '4', 'experiencePreference': '2', 'handmadePreference': '2', 'budgetFlexibility': '4', 'stylePreference': '3', 'surpriseReaction': '4', 'connectionImportance': '3', 'noteImportance': '1', 'handmadeOverStore': '1', 'sharedMemoriesAppreciation': '2', 'relationshipCloseness': '5', 'uniqueGiftValue': '5', 'practicalOverSentimental': '4'}","{'helpful': 'Yes', 'suggestion': ''}",2026-03-14 11:52:38.737000+00:00
1,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Graduation'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Sweet', 'perfumePrice': '7000–10,000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': '5', 'experiencePreference': '5', 'handmadePreference': '4', 'budgetFlexibility': '4', 'stylePreference': '4', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': 3, 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': '5', 'uniqueGiftValue': '4', 'practicalOverSentimental': '4'}","{'helpful': 'Yes', 'suggestion': 'Just make it more specific like ask them to ask them to suggest brand and article they like'}",2026-03-14 00:02:50.351000+00:00
4,"[{'gender': 'Male', 'knownDuration': 'Less than a year', 'id': 1, 'occasion': ['Birthday', 'Anniversary', 'Wedding/Engagement gift'], 'ageGroup': '25–35', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '12,000–15,000 PKR'}, {'type': 'Jewellery', 'preferredStyle': ['Quirky & Unique'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Chain', 'jewelryPrice': 'More than 5000 PKR'}, {'type': 'Clothing', 'preferredStyle': ['Funny & Lighthearted'], 'dressPieces': 'Two-piece', 'dressColors': ['Red', 'Blue'], 'dressType': 'Unstitched dress', 'dressPrice': '15,000–20,000 PKR'}, {'type': 'Wallet', 'preferredStyle': ['Quirky & Unique'], 'walletColor': 'Black', 'walletPrice': '8000–10,000 PKR', 'walletStyle': 'Bifold wallets'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '5+ year', 'id': 2, 'occasion': ['Birthday'], 'ageGroup': '16–20', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Handmade & Crafted'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Bracelet', 'jewelryPrice': '3000–4000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '3–5 year', 'id': 3, 'occasion': ['Thank you gift'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '12,000–15,000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '5+ year', 'id': 4, 'occasion': ['Get well soon'], 'ageGroup': 'More than 35 years', 'gifts': [{'type': 'Shoes', 'preferredStyle': ['Handmade & Crafted'], 'shoePrice': '20,000–25,000 PKR', 'shoeStyle': 'Peshawari style', 'shoeColor': 'Black', 'shoeSize': '42'}], 'relationship': 'Other', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': '1', 'experiencePreference': 3, 'handmadePreference': '5', 'budgetFlexibility': 3, 'stylePreference': '4', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': '5', 'uniqueGiftValue': 3, 'practicalOverSentimental': '5'}","{'helpful': 'Yes', 'suggestion': ''}",2026-03-13 23:34:11.350000+00:00
1,"[{'gender': 'Male', 'knownDuration': 'Less than a year', 'id': 1, 'occasion': ['Get well soon'], 'ageGroup': 'More than 35 years', 'gifts': [{'type': 'Edible Stuff', 'preferredStyle': ['Funny & Lighthearted'], 'edibleQuantity': 1, 'flavours': {'Snacks': 'Barbecue'}, 'foodItems': ['Snacks'], 'ediblePrice': '4000–5000 PKR'}], 'relationship': 'Colleague/Professional', 'ageType': 'Adult'}]",Acrylic box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-05 22:31:57.309000+00:00
1,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Get well soon'], 'ageGroup': '20–25', 'gifts': [{'type': 'Edible Stuff', 'preferredStyle': ['Handmade & Crafted'], 'edibleQuantity': 1, 'flavours': {'Brownie': 'Classic Fudge'}, 'foodItems': ['Brownie'], 'ediblePrice': '5000–6000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Basket with net,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': '5', 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-05 14:15:19.630000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '20–25', 'gifts': [{'type': 'Shoes', 'preferredStyle': ['Funny & Lighthearted'], 'shoePrice': '15,000–20,000 PKR', 'shoeStyle': 'Formal shoes', 'shoeColor': 'Black', 'shoeSize': '39'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Adult'}]",Simple box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': '5'}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-05 14:06:42.774000+00:00
4,"[{'gender': 'Male', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Graduation'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Quirky & Unique'], 'perfumeScent': 'Floral', 'perfumePrice': '5000 PKR'}, {'type': 'Edible Stuff', 'preferredStyle': ['Handmade & Crafted'], 'edibleQuantity': 1, 'flavours': {'Chocolates': 'Milk Chocolate'}, 'foodItems': ['Chocolates'], 'ediblePrice': '1000–2000 PKR'}, {'type': 'Shoes', 'preferredStyle': ['Quirky & Unique'], 'shoePrice': '10,000–15,000 PKR', 'shoeStyle': 'Loafers', 'shoeColor': 'Light brown', 'shoeSize': '42'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '5+ year', 'id': 2, 'occasion': ['Birthday'], 'ageGroup': '25–35', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Handmade & Crafted'], 'dressSize': 'XL', 'maleDressStyle': 'Shalwar kameez', 'dressColors': ['Grey'], 'dressType': 'Stitched dress', 'dressPrice': '15,000–20,000 PKR'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '5+ year', 'id': 3, 'occasion': ['Wedding/Engagement gift'], 'ageGroup': '20–25', 'gifts': [{'type': 'Bag/Wallet', 'preferredStyle': ['Quirky & Unique'], 'walletColor': 'Black', 'walletPrice': '20,000–25,000 PKR', 'walletStyle': 'Clutch'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '3–5 year', 'id': 4, 'occasion': ['Other'], 'ageGroup': '25–35', 'gifts': [{'type': 'Edible Stuff', 'preferredStyle': ['Funny & Lighthearted'], 'edibleQuantity': 1, 'flavours': {'Cupcakes': 'Vanilla'}, 'foodItems': ['Cupcakes'], 'ediblePrice': '4000–5000 PKR'}, {'type': 'Jewellery', 'preferredStyle': ['Handmade & Crafted'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Bracelet', 'jewelryPrice': 'More than 5000 PKR'}], 'relationship': 'Spouse', 'ageType': 'Adult'}]",Basket with net,"{'personality': '2', 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': '4', 'connectionImportance': '5', 'noteImportance': '4', 'handmadeOverStore': '2', 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': '5', 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Maybe', 'suggestion': 'Make the colors according to the packaging of gifts'}",2025-12-23 07:10:24.184000+00:00
5,"[{'gender': 'Male', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '20–25', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Handmade & Crafted', 'Funny & Lighthearted'], 'dressSize': 'M', 'maleDressStyle': 'Shalwar kameez', 'dressColors': ['Black'], 'dressType': 'Stitched dress', 'dressPrice': '5000 PKR'}, {'type': 'Edible Stuff', 'preferredStyle': ['Quirky & Unique'], 'edibleQuantity': 2, 'flavours': {'Chocolates': 'Dark Chocolate', 'Marshmellows': 'Classic Vanilla'}, 'foodItems': ['Chocolates', 'Marshmellows'], 'ediblePrice': '1000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': 'Less than a year', 'id': 2, 'occasion': ['Birthday'], 'ageGroup': '25–35', 'gifts': [{'type': 'Wallet', 'preferredStyle': ['Quirky & Unique'], 'walletColor': 'Brown', 'walletPrice': '5000–6000 PKR', 'walletStyle': 'Card wallets'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '3–5 year', 'id': 3, 'occasion': ['Holiday'], 'ageGroup': 'More than 35 years', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Funny & Lighthearted'], 'perfumeScent': 'Floral', 'perfumePrice': '5000 PKR'}], 'relationship': 'Colleague/Professional', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '', 'id': 4, 'kidToyTypes': ['Building Toys (e.g. LEGO)'], 'kidDislikes': ['Animated Cartoons'], 'occasion': ['Holiday', 'Get well soon'], 'ageGroup': '6–9', 'gifts': [{'type': 'Toys', 'kidBudget': '3500 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Kid'}, {'gender': 'Female', 'knownDuration': '3–5 year', 'id': 5, 'kidToyTypes': ['Dolls'], 'kidDislikes': ['Labubu Dolls'], 'occasion': ['Other'], 'ageGroup': '12–15', 'gifts': [{'type': 'Toys', 'kidBudget': '3500 PKR'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Kid'}]",Basket with ribbon,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': '5', 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Maybe', 'suggestion': ''}",2025-12-24 13:51:50.632000+00:00
1,"[{'gender': 'Male', 'knownDuration': '', 'id': 1, 'kidToyTypes': ['Other'], 'kidDislikes': ['Noisy Toys'], 'occasion': ['Get well soon'], 'ageGroup': '3–6', 'gifts': [{'type': 'Edible Stuff', 'quantity': 1, 'ediblePrice': '4000–5000 PKR', 'flavours': {'Marshmellows': 'Strawberry'}, 'edibleQuantity': 1, 'foodItems': ['Marshmellows'], 'jewelryPrice': '4000–5000 PKR'}], 'relationship': 'Other', 'ageType': 'Kid'}]",Basket with ribbon,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-03-13 22:18:10.622000+00:00
